,path,taxa,specimen,tissue,path_anx,path_cal_xml,path_eax,path_lmd,path_sbx,canonical_name,length,width
209,Streamline process/measured/AnthopleuraPAN59!/filament/image0091.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0091.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0091.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0091.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0091.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0091.tif.sbx,Anthopleura_PAN59_filament_41,30.238842577283354,5.528009947930335
210,Streamline process/measured/AnthopleuraPAN59!/filament/image0109.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0109.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0109.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0109.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0109.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0109.tif.sbx,Anthopleura_PAN59_filament_42,,
211,Streamline process/measured/AnthopleuraPAN59!/filament/image0110.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0110.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0110.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0110.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0110.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0110.tif.sbx,Anthopleura_PAN59_filament_43,,
212,Streamline process/measured/AnthopleuraPAN59!/filament/image0117.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0117.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0117.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0117.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0117.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0117.tif.sbx,Anthopleura_PAN59_filament_44,25.594590666581453,4.351526216148617
213,Streamline process/measured/AnthopleuraPAN59!/filament/image0121.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0121.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0121.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0121.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0121.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0121.tif.sbx,Anthopleura_PAN59_filament_45,,
214,Streamline process/measured/AnthopleuraPAN59!/filament/image0122.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0122.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0122.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0122.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0122.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0122.tif.sbx,Anthopleura_PAN59_filament_46,,
215,Streamline process/measured/AnthopleuraPAN59!/filament/image0123.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0123.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0123.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0123.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0123.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0123.tif.sbx,Anthopleura_PAN59_filament_47,24.40491753022702,3.6533801874785685
216,Streamline process/measured/AnthopleuraPAN59!/filament/image0175.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0175.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0175.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0175.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0175.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0175.tif.sbx,Anthopleura_PAN59_filament_48,24.032394342371266,4.282669453489929
217,Streamline process/measured/AnthopleuraPAN59!/filament/image0179.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0179.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0179.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0179.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0179.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0179.tif.sbx,Anthopleura_PAN59_filament_49,,
218,Streamline process/measured/AnthopleuraPAN59!/filament/image0200.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0200.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0200.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0200.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0200.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0200.tif.sbx,Anthopleura_PAN59_filament_50,,
219,Streamline process/measured/AnthopleuraPAN59!/filament/image0201.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0201.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0201.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0201.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0201.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0201.tif.sbx,Anthopleura_PAN59_filament_51,,
220,Streamline process/measured/AnthopleuraPAN59!/filament/image0203.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0203.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0203.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0203.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0203.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0203.tif.sbx,Anthopleura_PAN59_filament_52,21.689895973474258,3.701876333581344
221,Streamline process/measured/AnthopleuraPAN59!/filament/image0211.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0211.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0211.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0211.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0211.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0211.tif.sbx,Anthopleura_PAN59_filament_53,23.28607722565002,4.320676169146749
222,Streamline process/measured/AnthopleuraPAN59!/filament/image0213.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0213.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0213.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0213.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0213.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0213.tif.sbx,Anthopleura_PAN59_filament_54,23.940071583739876,4.632770336069772
223,Streamline process/measured/AnthopleuraPAN59!/filament/image0231.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59!/filament/image0231.tif.anx,Streamline process/measured/AnthopleuraPAN59!/filament/image0231.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59!/filament/image0231.tif.eax,Streamline process/measured/AnthopleuraPAN59!/filament/image0231.tif.lmd,Streamline process/measured/AnthopleuraPAN59!/filament/image0231.tif.sbx,Anthopleura_PAN59_filament_55,23.881636946139793,4.152272409444481
224,Streamline process/measured/AnthopleuraPAN59@/filament/image0005.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0005.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0005.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0005.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0005.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0005.tif.sbx,Anthopleura_PAN59_filament_56,18.57090108899782,4.127421175113254
225,Streamline process/measured/AnthopleuraPAN59@/filament/image0019.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0019.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0019.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0019.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0019.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0019.tif.sbx,Anthopleura_PAN59_filament_57,,
226,Streamline process/measured/AnthopleuraPAN59@/filament/image0020.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0020.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0020.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0020.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0020.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0020.tif.sbx,Anthopleura_PAN59_filament_58,17.404559433724625,4.76099667147113
227,Streamline process/measured/AnthopleuraPAN59@/filament/image0034.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0034.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0034.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0034.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0034.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0034.tif.sbx,Anthopleura_PAN59_filament_59,,
228,Streamline process/measured/AnthopleuraPAN59@/filament/image0070.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0070.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0070.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0070.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0070.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0070.tif.sbx,Anthopleura_PAN59_filament_60,17.130677211368585,4.388941730589487
229,Streamline process/measured/AnthopleuraPAN59@/filament/image0098.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0098.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0098.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0098.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0098.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0098.tif.sbx,Anthopleura_PAN59_filament_61,16.71257518812946,4.395707802549697
230,Streamline process/measured/AnthopleuraPAN59@/filament/image0106.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0106.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0106.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0106.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0106.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0106.tif.sbx,Anthopleura_PAN59_filament_62,16.77028769889038,4.3617647590814705
231,Streamline process/measured/AnthopleuraPAN59@/filament/image0120.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0120.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0120.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0120.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0120.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0120.tif.sbx,Anthopleura_PAN59_filament_63,16.684985938454354,4.600577952821456
232,Streamline process/measured/AnthopleuraPAN59@/filament/image0124.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0124.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0124.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0124.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0124.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0124.tif.sbx,Anthopleura_PAN59_filament_64,17.904489979305215,4.145105907558679
233,Streamline process/measured/AnthopleuraPAN59@/filament/image0159.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0159.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0159.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0159.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0159.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0159.tif.sbx,Anthopleura_PAN59_filament_65,17.788723802072315,4.482760128056628
234,Streamline process/measured/AnthopleuraPAN59@/filament/image0209.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0209.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0209.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0209.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0209.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0209.tif.sbx,Anthopleura_PAN59_filament_66,18.106733825750318,4.265275276951599
235,Streamline process/measured/AnthopleuraPAN59@/filament/image0215.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0215.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0215.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0215.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0215.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0215.tif.sbx,Anthopleura_PAN59_filament_67,17.437675944348864,4.705975455558254
236,Streamline process/measured/AnthopleuraPAN59@/filament/image0220.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59@/filament/image0220.tif.anx,Streamline process/measured/AnthopleuraPAN59@/filament/image0220.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59@/filament/image0220.tif.eax,Streamline process/measured/AnthopleuraPAN59@/filament/image0220.tif.lmd,Streamline process/measured/AnthopleuraPAN59@/filament/image0220.tif.sbx,Anthopleura_PAN59_filament_68,17.28356801834527,4.4860698242015395
237,Streamline process/measured/AnthopleuraPAN59_/filament/image0001.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0001.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0001.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0001.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0001.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0001.tif.sbx,Anthopleura_PAN59_filament_69,12.191099804275066,2.676995412746138
238,Streamline process/measured/AnthopleuraPAN59_/filament/image0002.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0002.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0002.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0002.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0002.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0002.tif.sbx,Anthopleura_PAN59_filament_70,,
239,Streamline process/measured/AnthopleuraPAN59_/filament/image0003.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0003.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0003.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0003.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0003.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0003.tif.sbx,Anthopleura_PAN59_filament_71,,
240,Streamline process/measured/AnthopleuraPAN59_/filament/image0004.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0004.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0004.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0004.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0004.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0004.tif.sbx,Anthopleura_PAN59_filament_72,,
241,Streamline process/measured/AnthopleuraPAN59_/filament/image0006.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0006.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0006.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0006.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0006.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0006.tif.sbx,Anthopleura_PAN59_filament_73,11.026399405350613,1.9276377796793054
242,Streamline process/measured/AnthopleuraPAN59_/filament/image0007.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0007.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0007.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0007.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0007.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0007.tif.sbx,Anthopleura_PAN59_filament_74,12.838751137302806,2.2677516621795486
243,Streamline process/measured/AnthopleuraPAN59_/filament/image0008.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0008.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0008.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0008.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0008.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0008.tif.sbx,Anthopleura_PAN59_filament_75,11.861520910554335,2.395248771019909
244,Streamline process/measured/AnthopleuraPAN59_/filament/image0009 (2).tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif (2).anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif.cal (2).xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif (2).eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif (2).lmd,,Anthopleura_PAN59_filament_76,,
245,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0009.tif.sbx,Anthopleura_PAN59_filament_77,12.293429746453764,2.6041658580755893
246,Streamline process/measured/AnthopleuraPAN59_/filament/image0014.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0014.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0014.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0014.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0014.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0014.tif.sbx,Anthopleura_PAN59_filament_78,,
247,Streamline process/measured/AnthopleuraPAN59_/filament/image0015 (2).tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif (2).anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif.cal (2).xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif (2).eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif (2).lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif (2).sbx,Anthopleura_PAN59_filament_79,12.87689630041752,2.3131705839500354
248,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0015.tif.sbx,Anthopleura_PAN59_filament_80,11.851217274686675,2.147453893771883
249,Streamline process/measured/AnthopleuraPAN59_/filament/image0016 (2).tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif (2).anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif.cal (2).xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif (2).eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif (2).lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif (2).sbx,Anthopleura_PAN59_filament_81,,
250,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0016.tif.sbx,Anthopleura_PAN59_filament_82,12.648473890304098,2.5558863764313755
251,Streamline process/measured/AnthopleuraPAN59_/filament/image0018.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0018.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0018.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0018.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0018.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0018.tif.sbx,Anthopleura_PAN59_filament_83,11.735540992554212,2.419942852196694
252,Streamline process/measured/AnthopleuraPAN59_/filament/image0019.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0019.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0019.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0019.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0019.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0019.tif.sbx,Anthopleura_PAN59_filament_84,11.501429399170279,1.965820006825148
253,Streamline process/measured/AnthopleuraPAN59_/filament/image0022.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0022.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0022.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0022.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0022.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0022.tif.sbx,Anthopleura_PAN59_filament_85,11.737979645153768,2.108753866609401
254,Streamline process/measured/AnthopleuraPAN59_/filament/image0029.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0029.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0029.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0029.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0029.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0029.tif.sbx,Anthopleura_PAN59_filament_86,13.158445601124358,2.6673875424684943
255,Streamline process/measured/AnthopleuraPAN59_/filament/image0128.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0128.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0128.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0128.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0128.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0128.tif.sbx,Anthopleura_PAN59_filament_87,,
256,Streamline process/measured/AnthopleuraPAN59_/filament/image0136.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0136.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0136.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0136.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0136.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0136.tif.sbx,Anthopleura_PAN59_filament_88,12.414989008184955,2.419942494111224
257,Streamline process/measured/AnthopleuraPAN59_/filament/image0137.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0137.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0137.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0137.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0137.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0137.tif.sbx,Anthopleura_PAN59_filament_89,24.452381587640527,1.9658197037704475
258,Streamline process/measured/AnthopleuraPAN59_/filament/image0148.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0148.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0148.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0148.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0148.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0148.tif.sbx,Anthopleura_PAN59_filament_90,10.911220216951612,1.9276442530104105
259,Streamline process/measured/AnthopleuraPAN59_/filament/image0151.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0151.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0151.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0151.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0151.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0151.tif.sbx,Anthopleura_PAN59_filament_91,,
260,Streamline process/measured/AnthopleuraPAN59_/filament/image0152.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0152.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0152.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0152.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0152.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0152.tif.sbx,Anthopleura_PAN59_filament_92,12.548359185875483,2.40144767007893
261,Streamline process/measured/AnthopleuraPAN59_/filament/image0157.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0157.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0157.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0157.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0157.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0157.tif.sbx,Anthopleura_PAN59_filament_93,13.932486355798384,2.3195870178284586
262,Streamline process/measured/AnthopleuraPAN59_/filament/image0158.tif,Anthopleura,PAN59,filament,Streamline process/measured/AnthopleuraPAN59_/filament/image0158.tif.anx,Streamline process/measured/AnthopleuraPAN59_/filament/image0158.tif.cal.xml,Streamline process/measured/AnthopleuraPAN59_/filament/image0158.tif.eax,Streamline process/measured/AnthopleuraPAN59_/filament/image0158.tif.lmd,Streamline process/measured/AnthopleuraPAN59_/filament/image0158.tif.sbx,Anthopleura_PAN59_filament_94,14.051457514102061,2.609083223922398
